pipeline_name	Listeria pipeline
cgmlst-lmo1469	lmo1469,1,100.00,174/174,DNA
cgmlst-lmo1470	lmo1470,5,100.00,768/768,DNA
cgmlst-lmo1471	lmo1471,144,100.00,945/945,DNA
cgmlst-lmo1473	lmo1473,6,100.00,1842/1842,DNA
cgmlst-lmo1474	lmo1474,3,100.00,576/576,DNA
cgmlst-lmo1475	lmo1475,2,100.00,1038/1038,DNA
cgmlst-lmo1476	lmo1476,2,100.00,1158/1158,DNA
cgmlst-lmo1479	lmo1479,2,100.00,1827/1827,DNA
cgmlst-lmo1480	lmo1480,2,100.00,255/255,DNA
cgmlst-lmo1481	lmo1481,2,100.00,1032/1032,DNA
cgmlst-lmo1483	lmo1483,2,100.00,561/561,DNA
cgmlst-lmo1484	lmo1484,2,100.00,603/603,DNA
cgmlst-lmo1485	lmo1485,2,100.00,732/732,DNA
cgmlst-lmo1486	lmo1486,2,100.00,357/357,DNA
cgmlst-lmo1488	lmo1488,2,100.00,567/567,DNA
cgmlst-lmo1489	lmo1489,2,100.00,291/291,DNA
cgmlst-lmo1490	lmo1490,2,100.00,822/822,DNA
cgmlst-lmo1491	lmo1491,4,100.00,1101/1101,DNA
cgmlst-lmo1492	lmo1492,2,100.00,522/522,DNA
cgmlst-lmo1493	lmo1493,17,100.00,1809/1809,DNA
cgmlst-lmo1494	lmo1494,5,100.00,702/702,DNA
cgmlst-lmo1495	lmo1495,5,100.00,624/624,DNA
cgmlst-lmo1496	lmo1496,2,100.00,483/483,DNA
cgmlst-lmo1497	lmo1497,2,100.00,630/630,DNA
cgmlst-lmo1500	lmo1500,6,100.00,627/627,DNA
cgmlst-lmo1501	lmo1501,3,100.00,303/303,DNA
cgmlst-lmo1502	lmo1502,4,100.00,417/417,DNA
cgmlst-lmo1503	lmo1503,2,100.00,273/273,DNA
cgmlst-lmo1504	lmo1504,6,100.00,2640/2640,DNA
cgmlst-lmo1505	lmo1505,6,100.00,696/696,DNA
cgmlst-lmo1507	lmo1507,2,100.00,687/687,DNA
cgmlst-lmo1509	lmo1509,6,100.00,2397/2397,DNA
cgmlst-lmo1510	lmo1510,2,100.00,639/639,DNA
cgmlst-lmo1511	lmo1511,2,100.00,741/741,DNA
cgmlst-lmo1512	lmo1512,2,100.00,1116/1116,DNA
cgmlst-lmo1513	lmo1513,5,100.00,1149/1149,DNA
cgmlst-lmo1514	lmo1514,7,100.00,1284/1284,DNA
cgmlst-lmo1516	lmo1516,5,100.00,1206/1206,DNA
cgmlst-lmo1517	lmo1517,5,100.00,366/366,DNA
cgmlst-lmo1518	lmo1518,2,100.00,381/381,DNA
cgmlst-lmo1519	lmo1519,6,100.00,1776/1776,DNA
cgmlst-lmo1520	lmo1520,5,100.00,1278/1278,DNA
cgmlst-lmo1521	lmo1521,4,100.00,1284/1284,DNA
cgmlst-lmo1523	lmo1523,6,100.00,2217/2217,DNA
cgmlst-lmo1524	lmo1524,3,100.00,522/522,DNA
cgmlst-lmo1525	lmo1525,6,100.00,2352/2352,DNA
cgmlst-lmo1526	lmo1526,3,100.00,345/345,DNA
cgmlst-lmo1527	lmo1527,3,100.00,2265/2265,DNA
cgmlst-lmo1528	lmo1528,2,100.00,291/291,DNA
cgmlst-lmo1529	lmo1529,2,100.00,330/330,DNA
cgmlst-lmo1530	lmo1530,4,100.00,1140/1140,DNA
cgmlst-lmo1531	lmo1531,5,100.00,1029/1029,DNA
cgmlst-lmo1532	lmo1532,2,100.00,1008/1008,DNA
cgmlst-lmo1533	lmo1533,2,100.00,606/606,DNA
cgmlst-lmo1544	lmo1544,2,100.00,801/801,DNA
cgmlst-lmo1545	lmo1545,2,100.00,678/678,DNA
cgmlst-lmo1546	lmo1546,2,100.00,519/519,DNA
cgmlst-lmo1547	lmo1547,3,100.00,888/888,DNA
cgmlst-lmo1548	lmo1548,4,100.00,1014/1014,DNA
cgmlst-lmo1552	lmo1552,6,100.00,2652/2652,DNA
cgmlst-lmo1553	lmo1553,3,100.00,1290/1290,DNA
cgmlst-lmo1554	lmo1554,2,100.00,975/975,DNA
cgmlst-lmo1555	lmo1555,3,100.00,723/723,DNA
cgmlst-lmo1556	lmo1556,2,100.00,930/930,DNA
cgmlst-lmo1557	lmo1557,6,100.00,1308/1308,DNA
cgmlst-lmo1559	lmo1559,210,100.00,1923/1923,DNA
cgmlst-lmo1560	lmo1560,5,100.00,924/924,DNA
cgmlst-lmo1561	lmo1561,6,100.00,1377/1377,DNA
cgmlst-lmo1562	lmo1562,2,100.00,465/465,DNA
cgmlst-lmo1565	lmo1565,6,100.00,2628/2628,DNA
cgmlst-lmo1566	lmo1566,6,100.00,1263/1263,DNA
cgmlst-lmo1567	lmo1567,6,100.00,1122/1122,DNA
cgmlst-lmo1568	lmo1568,2,100.00,462/462,DNA
cgmlst-lmo1569	lmo1569,2,100.00,378/378,DNA
cgmlst-lmo1571	lmo1571,4,100.00,960/960,DNA
cgmlst-lmo1572	lmo1572,3,100.00,957/957,DNA
cgmlst-lmo1575	lmo1575,3,100.00,936/936,DNA
cgmlst-lmo1577	lmo1577,4,100.00,687/687,DNA
cgmlst-lmo1578	lmo1578,6,100.00,1098/1098,DNA
cgmlst-lmo1579	lmo1579,6,100.00,1113/1113,DNA
cgmlst-lmo1580	lmo1580,2,100.00,465/465,DNA
cgmlst-lmo1581	lmo1581,5,100.00,1194/1194,DNA
cgmlst-lmo1582	lmo1582,3,100.00,999/999,DNA
cgmlst-lmo1583	lmo1583,3,100.00,498/498,DNA
cgmlst-lmo1584	lmo1584,4,100.00,537/537,DNA
cgmlst-lmo1586	lmo1586,6,100.00,804/804,DNA
cgmlst-lmo1587	lmo1587,3,100.00,951/951,DNA
cgmlst-lmo1589	lmo1589,19,100.00,753/753,DNA
cgmlst-lmo1590	lmo1590,6,100.00,1197/1197,DNA
cgmlst-lmo1591	lmo1591,2,100.00,1032/1032,DNA
cgmlst-lmo1592	lmo1592,5,100.00,1212/1212,DNA
cgmlst-lmo1594	lmo1594,4,100.00,1716/1716,DNA
cgmlst-lmo1595	lmo1595,2,100.00,489/489,DNA
cgmlst-lmo1599	lmo1599,5,100.00,1008/1008,DNA
cgmlst-lmo1600	lmo1600,2,100.00,1086/1086,DNA
cgmlst-lmo1602	lmo1602,2,100.00,456/456,DNA
cgmlst-lmo1603	lmo1603,4,100.00,1113/1113,DNA
cgmlst-lmo1604	lmo1604,5,100.00,546/546,DNA
cgmlst-lmo1606	lmo1606,6,100.00,2352/2352,DNA
cgmlst-lmo1607	lmo1607,3,100.00,618/618,DNA
cgmlst-lmo1608	lmo1608,6,100.00,801/801,DNA
cgmlst-lmo1609	lmo1609,2,100.00,312/312,DNA
cgmlst-lmo1611	lmo1611,6,100.00,1074/1074,DNA
cgmlst-lmo1612	lmo1612,2,100.00,312/312,DNA
cgmlst-lmo1613	lmo1613,2,100.00,249/249,DNA
cgmlst-lmo1614	lmo1614,3,100.00,852/852,DNA
cgmlst-lmo1615	lmo1615,5,100.00,645/645,DNA
cgmlst-lmo1616	lmo1616,2,100.00,783/783,DNA
cgmlst-lmo1618	lmo1618,4,100.00,441/441,DNA
cgmlst-lmo1626	lmo1626,2,100.00,438/438,DNA
cgmlst-lmo1627	lmo1627,2,100.00,774/774,DNA
cgmlst-lmo1628	lmo1628,4,100.00,1203/1203,DNA
cgmlst-lmo1629	lmo1629,5,100.00,609/609,DNA
cgmlst-lmo1630	lmo1630,5,100.00,759/759,DNA
cgmlst-lmo1632	lmo1632,5,100.00,606/606,DNA
cgmlst-lmo1639	lmo1639,4,100.00,582/582,DNA
cgmlst-lmo1640	lmo1640,2,100.00,234/234,DNA
cgmlst-lmo1641	lmo1641,6,100.00,2703/2703,DNA
cgmlst-lmo1643	lmo1643,5,100.00,423/423,DNA
cgmlst-lmo1645	lmo1645,6,100.00,3072/3072,DNA
cgmlst-lmo1646	lmo1646,4,100.00,1125/1125,DNA
cgmlst-lmo1647	lmo1647,4,100.00,609/609,DNA
cgmlst-lmo1649	lmo1649,4,100.00,516/516,DNA
cgmlst-lmo1652	lmo1652,6,100.00,1770/1770,DNA
cgmlst-lmo1653	lmo1653,2,100.00,621/621,DNA
cgmlst-lmo1654	lmo1654,4,100.00,495/495,DNA
cgmlst-lmo1660	lmo1660,6,100.00,2412/2412,DNA
cgmlst-lmo1661	lmo1661,6,100.00,966/966,DNA
cgmlst-lmo1662	lmo1662,27,100.00,579/579,DNA
cgmlst-lmo1663	lmo1663,5,100.00,1866/1866,DNA
cgmlst-lmo1664	lmo1664,2,100.00,1200/1200,DNA
cgmlst-lmo1665	lmo1665,2,100.00,303/303,DNA
cgmlst-lmo1668	lmo1668,2,100.00,243/243,DNA
cgmlst-lmo1672	lmo1672,2,100.00,1410/1410,DNA
cgmlst-lmo1673	lmo1673,5,100.00,819/819,DNA
cgmlst-lmo1674	lmo1674,4,100.00,828/828,DNA
cgmlst-lmo1675	lmo1675,5,100.00,1743/1743,DNA
cgmlst-lmo1676	lmo1676,4,100.00,1389/1389,DNA
cgmlst-lmo1677	lmo1677,2,100.00,939/939,DNA
cgmlst-lmo1678	lmo1678,6,100.00,1854/1854,DNA
cgmlst-lmo1679	lmo1679,5,100.00,1173/1173,DNA
cgmlst-lmo1681	lmo1681,5,100.00,2298/2298,DNA
cgmlst-lmo1683	lmo1683,2,100.00,447/447,DNA
cgmlst-lmo1684	lmo1684,5,100.00,942/942,DNA
cgmlst-lmo1685	lmo1685,5,100.00,1299/1299,DNA
cgmlst-lmo1687	lmo1687,2,100.00,528/528,DNA
cgmlst-lmo1688	lmo1688,4,100.00,747/747,DNA
cgmlst-lmo1689	lmo1689,6,100.00,1098/1098,DNA
cgmlst-lmo1690	lmo1690,4,100.00,981/981,DNA
cgmlst-lmo1691	lmo1691,4,100.00,462/462,DNA
cgmlst-lmo1692	lmo1692,2,100.00,234/234,DNA
cgmlst-lmo1693	lmo1693,2,100.00,810/810,DNA
cgmlst-lmo1698	lmo1698,2,100.00,543/543,DNA
cgmlst-lmo1699	lmo1699,2,100.00,903/903,DNA
cgmlst-lmo1700	lmo1700,2,100.00,207/207,DNA
cgmlst-lmo1701	lmo1701,2,100.00,354/354,DNA
cgmlst-lmo1704	lmo1704,2,100.00,381/381,DNA
cgmlst-lmo1705	lmo1705,4,100.00,645/645,DNA
cgmlst-lmo1706	lmo1706,2,100.00,870/870,DNA
cgmlst-lmo1707	lmo1707,2,100.00,222/222,DNA
cgmlst-lmo1708	lmo1708,5,100.00,807/807,DNA
cgmlst-lmo1709	lmo1709,2,100.00,759/759,DNA
cgmlst-lmo1711	lmo1711,5,100.00,1233/1233,DNA
cgmlst-lmo1712	lmo1712,19,100.00,1260/1260,DNA
cgmlst-lmo1713	lmo1713,6,100.00,993/993,DNA
cgmlst-lmo1715	lmo1715,5,100.00,669/669,DNA
cgmlst-lmo1718	lmo1718,6,100.00,1089/1089,DNA
cgmlst-lmo1720	lmo1720,4,100.00,309/309,DNA
cgmlst-lmo1726	lmo1726,6,100.00,984/984,DNA
cgmlst-lmo1727	lmo1727,2,100.00,966/966,DNA
cgmlst-lmo1728	lmo1728,6,100.00,3261/3261,DNA
cgmlst-lmo1729	lmo1729,6,100.00,2172/2172,DNA
cgmlst-lmo1730	lmo1730,4,100.00,1245/1245,DNA
cgmlst-lmo1732	lmo1732,2,100.00,831/831,DNA
cgmlst-lmo1733	lmo1733,4,100.00,1470/1470,DNA
cgmlst-lmo1734	lmo1734,69,100.00,4593/4593,DNA
cgmlst-lmo1735	lmo1735,5,100.00,888/888,DNA
cgmlst-lmo1736	lmo1736,3,100.00,519/519,DNA
cgmlst-lmo1737	lmo1737,6,100.00,1107/1107,DNA
cgmlst-lmo1739	lmo1739,3,100.00,648/648,DNA
cgmlst-lmo1740	lmo1740,4,100.00,642/642,DNA
cgmlst-lmo1741	lmo1741,4,100.00,1041/1041,DNA
cgmlst-lmo1742	lmo1742,2,100.00,1743/1743,DNA
cgmlst-lmo1743	lmo1743,2,100.00,459/459,DNA
cgmlst-lmo1744	lmo1744,3,100.00,876/876,DNA
cgmlst-lmo1745	lmo1745,3,100.00,678/678,DNA
cgmlst-lmo1748	lmo1748,2,100.00,510/510,DNA
cgmlst-lmo1749	lmo1749,3,100.00,474/474,DNA
cgmlst-lmo1750	lmo1750,4,100.00,555/555,DNA
cgmlst-lmo1753	lmo1753,3,100.00,933/933,DNA
cgmlst-lmo1754	lmo1754,5,100.00,1431/1431,DNA
cgmlst-lmo1755	lmo1755,5,100.00,1452/1452,DNA
cgmlst-lmo1756	lmo1756,3,100.00,294/294,DNA
cgmlst-lmo1757	lmo1757,5,100.00,1116/1116,DNA
cgmlst-lmo1758	lmo1758,6,100.00,2016/2016,DNA
cgmlst-lmo1759	lmo1759,4,100.00,2196/2196,DNA
cgmlst-lmo1760	lmo1760,4,100.00,678/678,DNA
cgmlst-lmo1761	lmo1761,6,100.00,1356/1356,DNA
cgmlst-lmo1762	lmo1762,2,100.00,255/255,DNA
cgmlst-lmo1763	lmo1763,2,100.00,297/297,DNA
cgmlst-lmo1764	lmo1764,2,100.00,1263/1263,DNA
cgmlst-lmo1765	lmo1765,5,100.00,1530/1530,DNA
cgmlst-lmo1766	lmo1766,6,100.00,567/567,DNA
cgmlst-lmo1767	lmo1767,3,100.00,1050/1050,DNA
cgmlst-lmo1768	lmo1768,6,100.00,1428/1428,DNA
cgmlst-lmo1771	lmo1771,4,100.00,246/246,DNA
cgmlst-lmo1772	lmo1772,2,100.00,714/714,DNA
cgmlst-lmo1773	lmo1773,5,100.00,1293/1293,DNA
cgmlst-lmo1774	lmo1774,6,100.00,1125/1125,DNA
cgmlst-lmo1775	lmo1775,3,100.00,489/489,DNA
cgmlst-lmo1777	lmo1777,2,100.00,606/606,DNA
cgmlst-lmo1779	lmo1779,2,100.00,363/363,DNA
cgmlst-lmo1780	lmo1780,6,100.00,1233/1233,DNA
cgmlst-lmo1782	lmo1782,2,100.00,756/756,DNA
cgmlst-lmo1783	lmo1783,2,100.00,360/360,DNA
cgmlst-lmo1784	lmo1784,2,100.00,201/201,DNA
cgmlst-lmo1790	lmo1790,3,100.00,717/717,DNA
cgmlst-lmo1792	lmo1792,4,100.00,738/738,DNA
cgmlst-lmo1793	lmo1793,4,100.00,519/519,DNA
cgmlst-lmo1795	lmo1795,5,100.00,735/735,DNA
cgmlst-lmo1801	lmo1801,13,100.00,1353/1353,DNA
cgmlst-lmo1802	lmo1802,2,100.00,333/333,DNA
cgmlst-lmo1803	lmo1803,2,100.00,987/987,DNA
cgmlst-lmo1805	lmo1805,3,100.00,690/690,DNA
cgmlst-lmo1806	lmo1806,2,100.00,234/234,DNA
cgmlst-lmo1807	lmo1807,3,100.00,744/744,DNA
cgmlst-lmo1808	lmo1808,2,100.00,942/942,DNA
cgmlst-lmo1809	lmo1809,2,100.00,1014/1014,DNA
cgmlst-lmo1810	lmo1810,2,100.00,570/570,DNA
cgmlst-lmo1811	lmo1811,6,100.00,2049/2049,DNA
cgmlst-lmo1813	lmo1813,2,100.00,663/663,DNA
cgmlst-lmo1815	lmo1815,2,100.00,366/366,DNA
cgmlst-lmo1816	lmo1816,1,100.00,189/189,DNA
cgmlst-lmo1817	lmo1817,4,100.00,645/645,DNA
cgmlst-lmo1818	lmo1818,4,100.00,657/657,DNA
cgmlst-lmo1819	lmo1819,4,100.00,876/876,DNA
cgmlst-lmo1820	lmo1820,5,100.00,1968/1968,DNA
cgmlst-lmo1821	lmo1821,2,100.00,759/759,DNA
cgmlst-lmo1822	lmo1822,6,100.00,1335/1335,DNA
cgmlst-lmo1823	lmo1823,6,100.00,951/951,DNA
cgmlst-lmo1824	lmo1824,5,100.00,2394/2394,DNA
cgmlst-lmo1825	lmo1825,6,100.00,1200/1200,DNA
cgmlst-lmo1826	lmo1826,2,100.00,204/204,DNA
cgmlst-lmo1827	lmo1827,2,100.00,618/618,DNA
cgmlst-lmo1829	lmo1829,6,100.00,1713/1713,DNA
cgmlst-lmo1830	lmo1830,2,100.00,600/600,DNA
cgmlst-lmo1831	lmo1831,2,100.00,630/630,DNA
cgmlst-lmo1832	lmo1832,2,100.00,702/702,DNA
cgmlst-lmo1833	lmo1833,2,100.00,915/915,DNA
cgmlst-lmo1834	lmo1834,4,100.00,765/765,DNA
cgmlst-lmo1836	lmo1836,4,100.00,1092/1092,DNA
cgmlst-lmo1837	lmo1837,5,100.00,1281/1281,DNA
cgmlst-lmo1838	lmo1838,149,100.00,912/912,DNA
cgmlst-lmo1839	lmo1839,6,100.00,1287/1287,DNA
cgmlst-lmo1854	lmo1854,2,100.00,294/294,DNA
cgmlst-lmo1856	lmo1856,3,100.00,702/702,DNA
cgmlst-lmo1857	lmo1857,2,100.00,234/234,DNA
cgmlst-lmo1859	lmo1859,3,100.00,438/438,DNA
cgmlst-lmo1860	lmo1860,3,100.00,534/534,DNA
cgmlst-lmo1861	lmo1861,5,100.00,615/615,DNA
cgmlst-lmo1862	lmo1862,5,100.00,786/786,DNA
cgmlst-lmo1863	lmo1863,3,100.00,840/840,DNA
cgmlst-lmo1864	lmo1864,2,100.00,633/633,DNA
cgmlst-lmo1865	lmo1865,2,100.00,618/618,DNA
cgmlst-lmo1866	lmo1866,6,100.00,813/813,DNA
cgmlst-lmo1868	lmo1868,2,100.00,378/378,DNA
cgmlst-lmo1869	lmo1869,6,100.00,984/984,DNA
cgmlst-lmo1870	lmo1870,2,100.00,624/624,DNA
cgmlst-lmo1871	lmo1871,6,100.00,1512/1512,DNA
cgmlst-lmo1873	lmo1873,5,100.00,483/483,DNA
cgmlst-lmo1874	lmo1874,5,100.00,945/945,DNA
cgmlst-lmo1875	lmo1875,6,100.00,1893/1893,DNA
cgmlst-lmo1888	lmo1888,2,100.00,342/342,DNA
cgmlst-lmo1889	lmo1889,4,100.00,546/546,DNA
cgmlst-lmo1891	lmo1891,2,100.00,606/606,DNA
cgmlst-lmo1893	lmo1893,5,100.00,492/492,DNA
cgmlst-lmo1894	lmo1894,2,100.00,660/660,DNA
cgmlst-lmo1895	lmo1895,5,100.00,720/720,DNA
cgmlst-lmo1896	lmo1896,2,100.00,1293/1293,DNA
cgmlst-lmo1897	lmo1897,2,100.00,1182/1182,DNA
cgmlst-lmo1898	lmo1898,5,100.00,585/585,DNA
cgmlst-lmo1899	lmo1899,6,100.00,2787/2787,DNA
cgmlst-lmo1900	lmo1900,3,100.00,384/384,DNA
cgmlst-lmo1901	lmo1901,5,100.00,858/858,DNA
cgmlst-lmo1902	lmo1902,3,100.00,834/834,DNA
cgmlst-lmo1903	lmo1903,5,100.00,474/474,DNA
cgmlst-lmo1904	lmo1904,6,100.00,978/978,DNA
cgmlst-lmo1905	lmo1905,4,100.00,1182/1182,DNA
cgmlst-lmo1906	lmo1906,2,100.00,405/405,DNA
cgmlst-lmo1908	lmo1908,2,100.00,336/336,DNA
cgmlst-lmo1909	lmo1909,6,100.00,867/867,DNA
cgmlst-lmo1911	lmo1911,6,100.00,1137/1137,DNA
cgmlst-lmo1912	lmo1912,5,100.00,1128/1128,DNA
cgmlst-lmo1913	lmo1913,6,100.00,1005/1005,DNA
cgmlst-lmo1914	lmo1914,2,100.00,684/684,DNA
cgmlst-lmo1915	lmo1915,6,100.00,1644/1644,DNA
cgmlst-lmo1916	lmo1916,4,100.00,1008/1008,DNA
cgmlst-lmo1917	lmo1917,4,100.00,2280/2280,DNA
cgmlst-lmo1918	lmo1918,3,100.00,1266/1266,DNA
cgmlst-lmo1919	lmo1919,3,100.00,684/684,DNA
cgmlst-lmo1921	lmo1921,3,100.00,546/546,DNA
cgmlst-lmo1922	lmo1922,2,100.00,1254/1254,DNA
cgmlst-lmo1923	lmo1923,5,100.00,1287/1287,DNA
cgmlst-lmo1924	lmo1924,3,100.00,1104/1104,DNA
cgmlst-lmo1925	lmo1925,6,100.00,1083/1083,DNA
cgmlst-lmo1926	lmo1926,2,100.00,375/375,DNA
cgmlst-lmo1927	lmo1927,6,100.00,1098/1098,DNA
cgmlst-lmo1928	lmo1928,4,100.00,1167/1167,DNA
cgmlst-lmo1933	lmo1933,5,100.00,570/570,DNA
cgmlst-lmo1935	lmo1935,5,100.00,981/981,DNA
cgmlst-lmo1936	lmo1936,2,100.00,1017/1017,DNA
cgmlst-lmo1939	lmo1939,3,100.00,675/675,DNA
cgmlst-lmo1940	lmo1940,3,100.00,963/963,DNA
cgmlst-lmo1942	lmo1942,5,100.00,1404/1404,DNA
cgmlst-lmo1944	lmo1944,2,100.00,225/225,DNA
cgmlst-lmo1947	lmo1947,5,100.00,1791/1791,DNA
cgmlst-lmo1948	lmo1948,3,100.00,717/717,DNA
cgmlst-lmo1949	lmo1949,3,100.00,735/735,DNA
cgmlst-lmo1950	lmo1950,3,100.00,597/597,DNA
cgmlst-lmo1951	lmo1951,2,100.00,750/750,DNA
cgmlst-lmo1952	lmo1952,5,100.00,1311/1311,DNA
cgmlst-lmo1953	lmo1953,5,100.00,819/819,DNA
cgmlst-lmo1954	lmo1954,5,100.00,1185/1185,DNA
cgmlst-lmo1955	lmo1955,5,100.00,894/894,DNA
cgmlst-lmo1965	lmo1965,3,100.00,558/558,DNA
cgmlst-lmo1966	lmo1966,2,100.00,660/660,DNA
cgmlst-lmo1967	lmo1967,5,100.00,1200/1200,DNA
cgmlst-lmo1976	lmo1976,3,100.00,792/792,DNA
cgmlst-lmo1977	lmo1977,4,100.00,921/921,DNA
cgmlst-lmo1978	lmo1978,5,100.00,1476/1476,DNA
cgmlst-lmo1979	lmo1979,2,100.00,432/432,DNA
cgmlst-lmo1981	lmo1981,4,100.00,486/486,DNA
cgmlst-lmo1982	lmo1982,3,100.00,528/528,DNA
cgmlst-lmo1983	lmo1983,3,100.00,1695/1695,DNA
cgmlst-lmo1984	lmo1984,6,100.00,1722/1722,DNA
cgmlst-lmo1985	lmo1985,6,100.00,492/492,DNA
cgmlst-lmo1986	lmo1986,172,100.00,996/996,DNA
cgmlst-lmo1987	lmo1987,2,100.00,1539/1539,DNA
cgmlst-lmo1988	lmo1988,6,100.00,1053/1053,DNA
cgmlst-lmo1989	lmo1989,3,100.00,1389/1389,DNA
cgmlst-lmo1990	lmo1990,5,100.00,582/582,DNA
cgmlst-lmo1991	lmo1991,2,100.00,1269/1269,DNA
cgmlst-lmo1992	lmo1992,2,100.00,720/720,DNA
cgmlst-lmo1997	lmo1997,5,100.00,417/417,DNA
cgmlst-lmo1998	lmo1998,6,100.00,996/996,DNA
cgmlst-lmo1999	lmo1999,5,100.00,1065/1065,DNA
cgmlst-lmo2000	lmo2000,2,100.00,822/822,DNA
cgmlst-lmo2001	lmo2001,2,100.00,819/819,DNA
cgmlst-lmo2002	lmo2002,2,100.00,468/468,DNA
cgmlst-lmo2003	lmo2003,5,100.00,702/702,DNA
cgmlst-lmo2004	lmo2004,6,100.00,732/732,DNA
cgmlst-lmo2005	lmo2005,6,100.00,996/996,DNA
cgmlst-lmo2006	lmo2006,6,100.00,1698/1698,DNA
cgmlst-lmo2007	lmo2007,4,100.00,1458/1458,DNA
cgmlst-lmo2008	lmo2008,5,100.00,972/972,DNA
cgmlst-lmo2009	lmo2009,4,100.00,930/930,DNA
cgmlst-lmo2011	lmo2011,6,100.00,1734/1734,DNA
cgmlst-lmo2012	lmo2012,5,100.00,612/612,DNA
cgmlst-lmo2013	lmo2013,6,100.00,1305/1305,DNA
cgmlst-lmo2015	lmo2015,6,100.00,3111/3111,DNA
cgmlst-lmo2017	lmo2017,13,100.00,696/696,DNA
cgmlst-lmo2018	lmo2018,6,100.00,990/990,DNA
cgmlst-lmo2019	lmo2019,160,100.00,2766/2766,DNA
cgmlst-lmo2020	lmo2020,3,100.00,528/528,DNA
cgmlst-lmo2021	lmo2021,2,100.00,522/522,DNA
cgmlst-lmo2039	lmo2039,6,100.00,2256/2256,DNA
cgmlst-lmo2040	lmo2040,4,100.00,363/363,DNA
cgmlst-lmo2041	lmo2041,6,100.00,939/939,DNA
cgmlst-lmo2042	lmo2042,3,100.00,432/432,DNA
cgmlst-lmo2044	lmo2044,20,100.00,1815/1815,DNA
cgmlst-lmo2048	lmo2048,5,100.00,537/537,DNA
cgmlst-lmo2049	lmo2049,6,100.00,1173/1173,DNA
cgmlst-lmo2051	lmo2051,6,100.00,1041/1041,DNA
cgmlst-lmo2058	lmo2058,6,100.00,918/918,DNA
cgmlst-lmo2059	lmo2059,2,100.00,744/744,DNA
cgmlst-lmo2061	lmo2061,4,100.00,618/618,DNA
cgmlst-lmo2062	lmo2062,6,100.00,1626/1626,DNA
cgmlst-lmo2063	lmo2063,4,100.00,192/192,DNA
cgmlst-lmo2064	lmo2064,2,100.00,387/387,DNA
cgmlst-lmo2065	lmo2065,19,100.00,393/393,DNA
cgmlst-lmo2067	lmo2067,6,100.00,978/978,DNA
cgmlst-lmo2068	lmo2068,6,100.00,1629/1629,DNA
cgmlst-lmo2072	lmo2072,5,100.00,648/648,DNA
cgmlst-lmo2073	lmo2073,5,100.00,1953/1953,DNA
cgmlst-lmo2075	lmo2075,5,100.00,1023/1023,DNA
cgmlst-lmo2076	lmo2076,3,100.00,456/456,DNA
cgmlst-lmo2077	lmo2077,2,100.00,693/693,DNA
cgmlst-lmo2078	lmo2078,3,100.00,462/462,DNA
cgmlst-lmo2079	lmo2079,6,100.00,1143/1143,DNA
cgmlst-lmo2080	lmo2080,2,100.00,381/381,DNA
cgmlst-lmo2082	lmo2082,2,100.00,390/390,DNA
cgmlst-lmo2083	lmo2083,6,100.00,627/627,DNA
cgmlst-lmo2086	lmo2086,4,100.00,1272/1272,DNA
cgmlst-lmo2087	lmo2087,4,100.00,1332/1332,DNA
cgmlst-lmo2090	lmo2090,6,100.00,1215/1215,DNA
cgmlst-lmo2091	lmo2091,4,100.00,1371/1371,DNA
cgmlst-lmo2094	lmo2094,5,100.00,651/651,DNA
cgmlst-lmo2095	lmo2095,3,100.00,933/933,DNA
cgmlst-lmo2096	lmo2096,2,100.00,1350/1350,DNA
cgmlst-lmo2100	lmo2100,5,100.00,1446/1446,DNA
cgmlst-lmo2102	lmo2102,4,100.00,567/567,DNA
cgmlst-lmo2103	lmo2103,3,100.00,978/978,DNA
cgmlst-lmo2104	lmo2104,3,100.00,228/228,DNA
cgmlst-lmo2105	lmo2105,6,100.00,1995/1995,DNA
cgmlst-lmo2106	lmo2106,3,100.00,855/855,DNA
cgmlst-lmo2107	lmo2107,4,100.00,762/762,DNA
cgmlst-lmo2108	lmo2108,5,100.00,1134/1134,DNA
cgmlst-lmo2110	lmo2110,6,100.00,957/957,DNA
cgmlst-lmo2111	lmo2111,6,100.00,732/732,DNA
cgmlst-lmo2112	lmo2112,2,100.00,231/231,DNA
cgmlst-lmo2113	lmo2113,6,100.00,756/756,DNA
cgmlst-lmo2114	lmo2114,2,100.00,768/768,DNA
cgmlst-lmo2115	lmo2115,6,100.00,1941/1941,DNA
cgmlst-lmo2116	lmo2116,3,100.00,825/825,DNA
cgmlst-lmo2117	lmo2117,3,100.00,462/462,DNA
cgmlst-lmo2118	lmo2118,5,100.00,1353/1353,DNA
cgmlst-lmo2119	lmo2119,5,100.00,1359/1359,DNA
cgmlst-lmo2120	lmo2120,2,100.00,822/822,DNA
cgmlst-lmo2122	lmo2122,4,100.00,834/834,DNA
cgmlst-lmo2123	lmo2123,2,100.00,852/852,DNA
cgmlst-lmo2124	lmo2124,5,100.00,1308/1308,DNA
cgmlst-lmo2125	lmo2125,5,100.00,1260/1260,DNA
cgmlst-lmo2126	lmo2126,5,100.00,1776/1776,DNA
cgmlst-lmo2127	lmo2127,6,100.00,636/636,DNA
cgmlst-lmo2139	lmo2139,2,100.00,903/903,DNA
cgmlst-lmo2140	lmo2140,6,100.00,1236/1236,DNA
cgmlst-lmo2141	lmo2141,2,100.00,474/474,DNA
