pipeline_name	Neisseria pipeline
cgmlst-NEIS1502	NEIS1502,12,100.00,1098/1098,DNA
cgmlst-NEIS1503	NEIS1503,11,100.00,735/735,DNA
cgmlst-NEIS1504	NEIS1504,12,100.00,870/870,DNA
cgmlst-NEIS1507	NEIS1507,21,97.16,563/849,DNA
cgmlst-NEIS1508	NEIS1508,114,100.00,1053/1053,DNA
cgmlst-NEIS1509	NEIS1509,141,100.00,564/564,DNA
cgmlst-NEIS1511	NEIS1511,1,100.00,303/303,DNA
cgmlst-NEIS1512	NEIS1512,15,100.00,336/336,DNA
cgmlst-NEIS1513	NEIS1513,3,100.00,906/906,DNA
cgmlst-NEIS1514	NEIS1514,1,100.00,576/576,DNA
cgmlst-NEIS1515	NEIS1515,279,100.00,903/903,DNA
cgmlst-NEIS1516	NEIS1516,260,100.00,1140/1140,DNA
cgmlst-NEIS1518	NEIS1518,739,100.00,2625/2625,DNA
cgmlst-NEIS1524	NEIS1524,338,100.00,684/684,DNA
cgmlst-NEIS1525	NEIS1525,928,100.00,2304/2304,DNA
cgmlst-NEIS1526	NEIS1526,68,100.00,1518/1518,DNA
cgmlst-NEIS1527	NEIS1527,3,100.00,468/468,DNA
cgmlst-NEIS1528	NEIS1528,8,100.00,753/753,DNA
cgmlst-NEIS1530	NEIS1530,191,100.00,1170/1170,DNA
cgmlst-NEIS1531	NEIS1531,7,100.00,762/762,DNA
cgmlst-NEIS1532	NEIS1532,6,100.00,252/252,DNA
cgmlst-NEIS1533	NEIS1533,66,100.00,807/807,DNA
cgmlst-NEIS1534	NEIS1534,19,100.00,1524/1524,DNA
cgmlst-NEIS1535	NEIS1535,148,100.00,1413/1413,DNA
cgmlst-NEIS1538	NEIS1538,30,100.00,807/807,DNA
cgmlst-NEIS1544	NEIS1544,14,100.00,438/438,DNA
cgmlst-NEIS1545	NEIS1545,77,100.00,405/405,DNA
cgmlst-NEIS1546	NEIS1546,223,100.00,1185/1185,DNA
cgmlst-NEIS1547	NEIS1547,3,100.00,534/534,DNA
cgmlst-NEIS1548	NEIS1548,595,98.14,2256/2256,DNA
cgmlst-NEIS1552	NEIS1552,26,100.00,558/558,DNA
cgmlst-NEIS1553	NEIS1553,80,100.00,1635/1635,DNA
cgmlst-NEIS1554	NEIS1554,38,100.00,1107/1107,DNA
cgmlst-NEIS1555	NEIS1555,2,100.00,432/432,DNA
cgmlst-NEIS1556	NEIS1556,294,100.00,1503/1503,DNA
cgmlst-NEIS1557	NEIS1557,901,100.00,2889/2889,DNA
cgmlst-NEIS1558	NEIS1558,40,100.00,1395/1395,DNA
cgmlst-NEIS1559	NEIS1559,26,100.00,1341/1341,DNA
cgmlst-NEIS1560	NEIS1560,17,100.00,627/627,DNA
cgmlst-NEIS1562	NEIS1562,54,99.93,1419/1419,DNA
cgmlst-NEIS1563	NEIS1563,25,100.00,729/729,DNA
cgmlst-NEIS1564	NEIS1564,6,100.00,489/489,DNA
cgmlst-NEIS1566	NEIS1566,3,100.00,465/465,DNA
cgmlst-NEIS1567	NEIS1567,37,100.00,1059/1059,DNA
cgmlst-NEIS1568	NEIS1568,68,100.00,1356/1356,DNA
cgmlst-NEIS1569	NEIS1569,62,100.00,273/273,DNA
cgmlst-NEIS1570	NEIS1570,7,100.00,738/738,DNA
cgmlst-NEIS1571	NEIS1571,5,100.00,912/912,DNA
cgmlst-NEIS1572	NEIS1572,13,100.00,594/594,DNA
cgmlst-NEIS1573	NEIS1573,20,100.00,621/621,DNA
cgmlst-NEIS1574	NEIS1574,525,99.36,465/465,DNA
cgmlst-NEIS1576	NEIS1576,146,100.00,1185/1185,DNA
cgmlst-NEIS1577	NEIS1577,624,100.00,2157/2157,DNA
cgmlst-NEIS1578	NEIS1578,1,100.00,207/207,DNA
cgmlst-NEIS1579	NEIS1579,1,100.00,618/618,DNA
cgmlst-NEIS1580	NEIS1580,43,100.00,600/600,DNA
cgmlst-NEIS1581	NEIS1581,40,100.00,789/789,DNA
cgmlst-NEIS1582	NEIS1582,7,100.00,1356/1356,DNA
cgmlst-NEIS1587	NEIS1587,136,100.00,693/693,DNA
cgmlst-NEIS1588	NEIS1588,34,100.00,1305/1305,DNA
cgmlst-NEIS1589	NEIS1589,282,100.00,1662/1662,DNA
cgmlst-NEIS1590	NEIS1590,100,100.00,519/519,DNA
cgmlst-NEIS1591	NEIS1591,146,100.00,552/552,DNA
cgmlst-NEIS1592	NEIS1592,107,100.00,624/624,DNA
cgmlst-NEIS1593	NEIS1593,3,100.00,309/309,DNA
cgmlst-NEIS1594	NEIS1594,439,100.00,2853/2853,DNA
cgmlst-NEIS1595	NEIS1595,113,100.00,840/840,DNA
cgmlst-NEIS1596	NEIS1596,219,100.00,1194/1194,DNA
cgmlst-NEIS1597	NEIS1597,120,100.00,1089/1089,DNA
cgmlst-NEIS1598	NEIS1598,196,100.00,1101/1101,DNA
cgmlst-NEIS1599	NEIS1599,81,100.00,426/426,DNA
cgmlst-NEIS1600	NEIS1600,333,100.00,1986/1986,DNA
cgmlst-NEIS1601	NEIS1601,123,100.00,525/525,DNA
cgmlst-NEIS1602	NEIS1602,30,100.00,1296/1296,DNA
cgmlst-NEIS1603	NEIS1603,119,100.00,999/999,DNA
cgmlst-NEIS1604	NEIS1604,143,100.00,1077/1077,DNA
cgmlst-NEIS1605	NEIS1605,23,100.00,771/771,DNA
cgmlst-NEIS1606	NEIS1606,182,100.00,990/990,DNA
cgmlst-NEIS1607	NEIS1607,56,100.00,684/684,DNA
cgmlst-NEIS1608	NEIS1608,276,100.00,1335/1335,DNA
cgmlst-NEIS1609	NEIS1609,263,100.00,852/852,DNA
cgmlst-NEIS1610	NEIS1610,912,100.00,2115/2115,DNA
cgmlst-NEIS1611	NEIS1611,285,99.93,1479/1479,DNA
cgmlst-NEIS1613	NEIS1613,276,100.00,516/516,DNA
cgmlst-NEIS1614	NEIS1614,78,100.00,435/435,DNA
cgmlst-NEIS1615	NEIS1615,13,100.00,435/435,DNA
cgmlst-NEIS1617	NEIS1617,756,100.00,1137/1137,DNA
cgmlst-NEIS1618	NEIS1618,13,100.00,759/759,DNA
cgmlst-NEIS1619	NEIS1619,26,100.00,1065/1065,DNA
cgmlst-NEIS1621	NEIS1621,3,100.00,171/171,DNA
cgmlst-NEIS1622	NEIS1622,41,100.00,1338/1338,DNA
cgmlst-NEIS1623	NEIS1623,64,100.00,661/661,DNA
cgmlst-NEIS1624	NEIS1624,84,100.00,795/795,DNA
cgmlst-NEIS1625	NEIS1625,38,100.00,1335/1335,DNA
cgmlst-NEIS1629	NEIS1629,1,100.00,783/783,DNA
cgmlst-NEIS1630	NEIS1630,1,100.00,300/300,DNA
cgmlst-NEIS1632	NEIS1632,18,100.00,1452/1452,DNA
cgmlst-NEIS1633	NEIS1633,424,100.00,3204/3204,DNA
cgmlst-NEIS1634	NEIS1634,245,100.00,1239/1239,DNA
cgmlst-NEIS1635	NEIS1635,7,100.00,633/633,DNA
cgmlst-NEIS1636	NEIS1636,6,100.00,258/258,DNA
cgmlst-NEIS1637	NEIS1637,207,100.00,1569/1569,DNA
cgmlst-NEIS1638	NEIS1638,1031,100.00,3210/3210,DNA
cgmlst-NEIS1639	NEIS1639,188,100.00,1410/1410,DNA
cgmlst-NEIS1640	NEIS1640,29,100.00,1098/1098,DNA
cgmlst-NEIS1643	NEIS1643,2,100.00,612/612,DNA
cgmlst-NEIS1645	NEIS1645,5,100.00,1446/1446,DNA
cgmlst-NEIS1646	NEIS1646,216,100.00,1758/1758,DNA
cgmlst-NEIS1647	NEIS1647,13,100.00,468/468,DNA
cgmlst-NEIS1648	NEIS1648,1,100.00,435/435,DNA
cgmlst-NEIS1649	NEIS1649,1,100.00,663/663,DNA
cgmlst-NEIS1650	NEIS1650,9,100.00,843/843,DNA
cgmlst-NEIS1651	NEIS1651,1,100.00,639/639,DNA
cgmlst-NEIS1652	NEIS1652,2,100.00,801/801,DNA
cgmlst-NEIS1653	NEIS1653,15,100.00,519/519,DNA
cgmlst-NEIS1654	NEIS1654,7,100.00,645/645,DNA
cgmlst-NEIS1655	NEIS1655,272,100.00,2214/2214,DNA
cgmlst-NEIS1657	NEIS1657,1,100.00,1404/1404,DNA
cgmlst-NEIS1658	NEIS1658,11,100.00,1428/1428,DNA
cgmlst-NEIS1660	NEIS1660,14,100.00,508/508,DNA
cgmlst-NEIS1661	NEIS1661,-,-,-,DNA
cgmlst-NEIS1662	NEIS1662,?,-,-,DNA
cgmlst-NEIS1663	NEIS1663,8,100.00,198/198,DNA
cgmlst-NEIS1664	NEIS1664,64,100.00,285/285,DNA
cgmlst-NEIS1665	NEIS1665,3,100.00,279/279,DNA
cgmlst-NEIS1667	NEIS1667,17,100.00,288/288,DNA
cgmlst-NEIS1669	NEIS1669,1,100.00,360/360,DNA
cgmlst-NEIS1670	NEIS1670,3,100.00,645/645,DNA
cgmlst-NEIS1671	NEIS1671,1,100.00,537/537,DNA
cgmlst-NEIS1672	NEIS1672,3,100.00,1098/1098,DNA
cgmlst-NEIS1673	NEIS1673,5,100.00,1413/1413,DNA
cgmlst-NEIS1674	NEIS1674,1,100.00,795/795,DNA
cgmlst-NEIS1675	NEIS1675,1,100.00,648/648,DNA
cgmlst-NEIS1676	NEIS1676,5,100.00,1143/1143,DNA
cgmlst-NEIS1677	NEIS1677,30,100.00,1077/1077,DNA
cgmlst-NEIS1679	NEIS1679,18,100.00,1467/1467,DNA
cgmlst-NEIS1680	NEIS1680,4,100.00,924/924,DNA
cgmlst-NEIS1682	NEIS1682,156,100.00,1893/1893,DNA
cgmlst-NEIS1683	NEIS1683,6,100.00,285/285,DNA
cgmlst-NEIS1684	NEIS1684,10,100.00,1809/1809,DNA
cgmlst-NEIS1686	NEIS1686,199,100.00,738/738,DNA
cgmlst-NEIS1687	NEIS1687,4,100.00,1128/1128,DNA
cgmlst-NEIS1688	NEIS1688,1,100.00,264/264,DNA
cgmlst-NEIS1689	NEIS1689,255,100.00,1161/1161,DNA
cgmlst-NEIS1692	NEIS1692,444,100.00,813/813,DNA
cgmlst-NEIS1693	NEIS1693,250,100.00,462/462,DNA
cgmlst-NEIS1694	NEIS1694,429,100.00,1251/1251,DNA
cgmlst-NEIS1697	NEIS1697,308,100.00,1143/1143,DNA
cgmlst-NEIS1698	NEIS1698,5,100.00,423/423,DNA
cgmlst-NEIS1699	NEIS1699,9,100.00,810/810,DNA
cgmlst-NEIS1700	NEIS1700,5,100.00,378/378,DNA
cgmlst-NEIS1701	NEIS1701,17,100.00,768/768,DNA
cgmlst-NEIS1702	NEIS1702,23,100.00,780/780,DNA
cgmlst-NEIS1703	NEIS1703,446,100.00,729/729,DNA
cgmlst-NEIS1704	NEIS1704,173,100.00,747/747,DNA
cgmlst-NEIS1705	NEIS1705,44,100.00,1131/1131,DNA
cgmlst-NEIS1706	NEIS1706,213,100.00,1380/1380,DNA
cgmlst-NEIS1708	NEIS1708,7,100.00,885/885,DNA
cgmlst-NEIS1720	NEIS1720,55,100.00,813/813,DNA
cgmlst-NEIS1721	NEIS1721,24,100.00,873/873,DNA
cgmlst-NEIS1722	NEIS1722,40,100.00,1203/1203,DNA
cgmlst-NEIS1724	NEIS1724,2,100.00,369/369,DNA
cgmlst-NEIS1725	NEIS1725,95,100.00,444/444,DNA
cgmlst-NEIS1726	NEIS1726,18,100.00,642/642,DNA
cgmlst-NEIS1727	NEIS1727,302,100.00,1200/1200,DNA
cgmlst-NEIS1728	NEIS1728,114,100.00,1170/1170,DNA
cgmlst-NEIS1729	NEIS1729,1131,100.00,2607/2607,DNA
cgmlst-NEIS1732	NEIS1732,133,100.00,1155/1155,DNA
cgmlst-NEIS1733	NEIS1733,1,100.00,879/879,DNA
cgmlst-NEIS1735	NEIS1735,47,100.00,1311/1311,DNA
cgmlst-NEIS1737	NEIS1737,26,100.00,1179/1179,DNA
cgmlst-NEIS1738	NEIS1738,126,100.00,1245/1245,DNA
cgmlst-NEIS1739	NEIS1739,29,100.00,729/729,DNA
cgmlst-NEIS1740	NEIS1740,12,100.00,915/915,DNA
cgmlst-NEIS1741	NEIS1741,183,100.00,1407/1407,DNA
cgmlst-NEIS1742	NEIS1742,29,100.00,1068/1068,DNA
cgmlst-NEIS1743	NEIS1743,22,100.00,1308/1308,DNA
cgmlst-NEIS1745	NEIS1745,178,100.00,1338/1338,DNA
cgmlst-NEIS1746	NEIS1746,1,100.00,273/273,DNA
cgmlst-NEIS1747	NEIS1747,233,100.00,1083/1083,DNA
cgmlst-NEIS1748	NEIS1748,55,100.00,183/183,DNA
cgmlst-NEIS1749	NEIS1749,150,100.00,1359/1359,DNA
cgmlst-NEIS1750	NEIS1750,161,100.00,1644/1644,DNA
cgmlst-NEIS1751	NEIS1751,229,99.12,1479/1479,DNA
cgmlst-NEIS1753	NEIS1753,203,100.00,1749/1749,DNA
cgmlst-NEIS1754	NEIS1754,5,100.00,270/270,DNA
cgmlst-NEIS1755	NEIS1755,9,100.00,987/987,DNA
cgmlst-NEIS1756	NEIS1756,12,100.00,456/456,DNA
cgmlst-NEIS1757	NEIS1757,76,100.00,1218/1218,DNA
cgmlst-NEIS1759	NEIS1759,43,100.00,822/822,DNA
cgmlst-NEIS1760	NEIS1760,1,100.00,645/645,DNA
cgmlst-NEIS1762	NEIS1762,17,100.00,870/870,DNA
cgmlst-NEIS1763	NEIS1763,91,100.00,1497/1497,DNA
cgmlst-NEIS1764	NEIS1764,124,100.00,354/354,DNA
cgmlst-NEIS1765	NEIS1765,33,100.00,1527/1527,DNA
cgmlst-NEIS1766	NEIS1766,407,100.00,3606/3606,DNA
cgmlst-NEIS1768	NEIS1768,143,100.00,771/771,DNA
cgmlst-NEIS1769	NEIS1769,6,96.10,282/282,DNA
cgmlst-NEIS1770	NEIS1770,14,100.00,882/882,DNA
cgmlst-NEIS1771	NEIS1771,25,100.00,939/939,DNA
cgmlst-NEIS1772	NEIS1772,89,100.00,1113/1113,DNA
cgmlst-NEIS1773	NEIS1773,348,100.00,1509/1509,DNA
cgmlst-NEIS1776	NEIS1776,151,100.00,666/666,DNA
cgmlst-NEIS1777	NEIS1777,301,100.00,2259/2259,DNA
cgmlst-NEIS1778	NEIS1778,12,100.00,1011/1011,DNA
cgmlst-NEIS1779	NEIS1779,80,100.00,1356/1356,DNA
cgmlst-NEIS1780	NEIS1780,270,100.00,1677/1677,DNA
cgmlst-NEIS1781	NEIS1781,1,100.00,486/486,DNA
cgmlst-NEIS1782	NEIS1782,17,100.00,957/957,DNA
cgmlst-NEIS1783	NEIS1783,97,100.00,729/729,DNA
cgmlst-NEIS1784	NEIS1784,97,100.00,951/951,DNA
cgmlst-NEIS1785	NEIS1785,125,100.00,735/735,DNA
cgmlst-NEIS1786	NEIS1786,85,100.00,1422/1422,DNA
cgmlst-NEIS1787	NEIS1787,215,100.00,1575/1575,DNA
cgmlst-NEIS1788	NEIS1788,8,100.00,1104/1104,DNA
cgmlst-NEIS1789	NEIS1789,741,100.00,942/942,DNA
cgmlst-NEIS1794	NEIS1794,3,97.29,776/775,DNA
cgmlst-NEIS1795	NEIS1795,1,100.00,399/399,DNA
cgmlst-NEIS1796	NEIS1796,612,100.00,399/399,DNA
cgmlst-NEIS1800	NEIS1800,115,100.00,678/678,DNA
cgmlst-NEIS1804	NEIS1804,3,100.00,1134/1134,DNA
cgmlst-NEIS1805	NEIS1805,58,100.00,276/276,DNA
cgmlst-NEIS1807	NEIS1807,3,100.00,276/276,DNA
cgmlst-NEIS1808	NEIS1808,37,100.00,1284/1284,DNA
cgmlst-NEIS1809	NEIS1809,279,100.00,1419/1419,DNA
cgmlst-NEIS1810	NEIS1810,6,100.00,810/810,DNA
cgmlst-NEIS1811	NEIS1811,12,100.00,702/702,DNA
cgmlst-NEIS1812	NEIS1812,1,100.00,735/735,DNA
cgmlst-NEIS1813	NEIS1813,129,100.00,531/531,DNA
cgmlst-NEIS1814	NEIS1814,2,100.00,582/582,DNA
cgmlst-NEIS1815	NEIS1815,2,100.00,537/537,DNA
cgmlst-NEIS1816	NEIS1816,236,100.00,975/975,DNA
cgmlst-NEIS1818	NEIS1818,10,100.00,1056/1056,DNA
cgmlst-NEIS1819	NEIS1819,18,100.00,291/291,DNA
cgmlst-NEIS1820	NEIS1820,14,100.00,888/888,DNA
cgmlst-NEIS1822	NEIS1822,74,100.00,1011/1011,DNA
cgmlst-NEIS1823	NEIS1823,176,100.00,492/492,DNA
cgmlst-NEIS1824	NEIS1824,10,100.00,720/720,DNA
cgmlst-NEIS1825	NEIS1825,4,100.00,867/867,DNA
cgmlst-NEIS1826	NEIS1826,20,100.00,279/279,DNA
cgmlst-NEIS1827	NEIS1827,1,100.00,291/291,DNA
cgmlst-NEIS1828	NEIS1828,7,100.00,549/549,DNA
cgmlst-NEIS1829	NEIS1829,348,100.00,2628/2628,DNA
cgmlst-NEIS1830	NEIS1830,4,100.00,417/417,DNA
cgmlst-NEIS1831	NEIS1831,225,100.00,1170/1170,DNA
cgmlst-NEIS1832	NEIS1832,5,100.00,357/357,DNA
cgmlst-NEIS1833	NEIS1833,184,100.00,999/999,DNA
cgmlst-NEIS1834	NEIS1834,151,100.00,786/786,DNA
cgmlst-NEIS1835	NEIS1835,182,100.00,822/822,DNA
cgmlst-NEIS1837	NEIS1837,348,100.00,1644/1644,DNA
cgmlst-NEIS1838	NEIS1838,3,100.00,1233/1233,DNA
cgmlst-NEIS1839	NEIS1839,3,100.00,861/861,DNA
cgmlst-NEIS1841	NEIS1841,20,100.00,633/633,DNA
cgmlst-NEIS1842	NEIS1842,3,100.00,210/210,DNA
cgmlst-NEIS1844	NEIS1844,98,99.94,1677/1677,DNA
cgmlst-NEIS1845	NEIS1845,2,100.00,447/447,DNA
cgmlst-NEIS1846	NEIS1846,171,100.00,975/975,DNA
cgmlst-NEIS1847	NEIS1847,1,100.00,309/309,DNA
cgmlst-NEIS1848	NEIS1848,9,100.00,273/273,DNA
cgmlst-NEIS1849	NEIS1849,13,100.00,1185/1185,DNA
cgmlst-NEIS1850	NEIS1850,7,100.00,156/156,DNA
cgmlst-NEIS1851	NEIS1851,1,100.00,234/234,DNA
cgmlst-NEIS1852	NEIS1852,1300,100.00,1551/1551,DNA
cgmlst-NEIS1853	NEIS1853,171,100.00,1185/1185,DNA
cgmlst-NEIS1854	NEIS1854,64,100.00,474/474,DNA
cgmlst-NEIS1855	NEIS1855,19,100.00,687/687,DNA
cgmlst-NEIS1856	NEIS1856,237,100.00,1293/1293,DNA
cgmlst-NEIS1857	NEIS1857,23,100.00,969/969,DNA
cgmlst-NEIS1858	NEIS1858,3,100.00,1473/1473,DNA
cgmlst-NEIS1859	NEIS1859,326,100.00,1821/1821,DNA
cgmlst-NEIS1870	NEIS1870,11,100.00,246/246,DNA
cgmlst-NEIS1871	NEIS1871,21,100.00,438/438,DNA
cgmlst-NEIS1872	NEIS1872,28,100.00,492/492,DNA
cgmlst-NEIS1873	NEIS1873,20,100.00,489/489,DNA
cgmlst-NEIS1874	NEIS1874,176,100.00,1056/1056,DNA
cgmlst-NEIS1875	NEIS1875,230,100.00,366/366,DNA
cgmlst-NEIS1876	NEIS1876,2,100.00,93/93,DNA
cgmlst-NEIS1877	NEIS1877,1,100.00,279/279,DNA
cgmlst-NEIS1879	NEIS1879,33,100.00,459/459,DNA
cgmlst-NEIS1880	NEIS1880,519,99.36,465/465,DNA
cgmlst-NEIS1882	NEIS1882,100,100.00,807/807,DNA
cgmlst-NEIS1883	NEIS1883,27,100.00,1371/1371,DNA
cgmlst-NEIS1885	NEIS1885,5,100.00,696/696,DNA
cgmlst-NEIS1887	NEIS1887,227,100.00,2112/2112,DNA
cgmlst-NEIS1889	NEIS1889,2,100.00,606/606,DNA
cgmlst-NEIS1890	NEIS1890,1,100.00,462/462,DNA
cgmlst-NEIS1891	NEIS1891,8,100.00,912/912,DNA
cgmlst-NEIS1892	NEIS1892,1136,100.00,1302/1302,DNA
cgmlst-NEIS1896	NEIS1896,7,100.00,276/276,DNA
cgmlst-NEIS1898	NEIS1898,180,100.00,795/795,DNA
cgmlst-NEIS1899	NEIS1899,48,100.00,726/726,DNA
cgmlst-NEIS1902	NEIS1902,44,100.00,1050/1050,DNA
cgmlst-NEIS1903	NEIS1903,504,100.00,2064/2064,DNA
cgmlst-NEIS1904	NEIS1904,29,100.00,906/906,DNA
cgmlst-NEIS1905	NEIS1905,6,100.00,423/423,DNA
cgmlst-NEIS1906	NEIS1906,125,100.00,1398/1398,DNA
cgmlst-NEIS1907	NEIS1907,15,100.00,876/876,DNA
cgmlst-NEIS1908	NEIS1908,109,100.00,1548/1548,DNA
cgmlst-NEIS1909	NEIS1909,7,100.00,534/534,DNA
cgmlst-NEIS1910	NEIS1910,1,100.00,471/471,DNA
cgmlst-NEIS1911	NEIS1911,1,100.00,237/237,DNA
cgmlst-NEIS1912	NEIS1912,81,100.00,867/867,DNA
cgmlst-NEIS1913	NEIS1913,4,100.00,354/354,DNA
cgmlst-NEIS1914	NEIS1914,140,100.00,339/339,DNA
cgmlst-NEIS1915	NEIS1915,83,100.00,861/861,DNA
cgmlst-NEIS1916	NEIS1916,6,100.00,672/672,DNA
cgmlst-NEIS1917	NEIS1917,325,100.00,864/864,DNA
cgmlst-NEIS1918	NEIS1918,366,100.00,687/687,DNA
cgmlst-NEIS1919	NEIS1919,50,100.00,738/738,DNA
cgmlst-NEIS1920	NEIS1920,40,99.19,1848/1848,DNA
cgmlst-NEIS1921	NEIS1921,20,100.00,213/213,DNA
cgmlst-NEIS1922	NEIS1922,8,100.00,405/405,DNA
cgmlst-NEIS1924	NEIS1924,60,100.00,393/393,DNA
cgmlst-NEIS1925	NEIS1925,3,100.00,606/606,DNA
cgmlst-NEIS1926	NEIS1926,8,100.00,1713/1713,DNA
cgmlst-NEIS1927	NEIS1927,14,100.00,642/642,DNA
cgmlst-NEIS1928	NEIS1928,1,100.00,216/216,DNA
cgmlst-NEIS1929	NEIS1929,14,100.00,518/518,DNA
cgmlst-NEIS1930	NEIS1930,76,100.00,489/489,DNA
cgmlst-NEIS1931	NEIS1931,1,100.00,384/384,DNA
cgmlst-NEIS1932	NEIS1932,1,100.00,483/483,DNA
cgmlst-NEIS1933	NEIS1933,12,100.00,828/828,DNA
cgmlst-NEIS1934	NEIS1934,83,100.00,303/303,DNA
cgmlst-NEIS1935	NEIS1935,42,100.00,591/591,DNA
cgmlst-NEIS1936	NEIS1936,9,100.00,480/480,DNA
cgmlst-NEIS1937	NEIS1937,85,100.00,777/777,DNA
cgmlst-NEIS1938	NEIS1938,93,100.00,861/861,DNA
cgmlst-NEIS1939	NEIS1939,148,100.00,918/918,DNA
cgmlst-NEIS1942	NEIS1942,238,100.00,1443/1443,DNA
cgmlst-NEIS1943	NEIS1943,373,100.00,3200/3200,DNA
cgmlst-NEIS1944	NEIS1944,5,100.00,1797/1797,DNA
cgmlst-NEIS1945	NEIS1945,7,100.00,1518/1518,DNA
cgmlst-NEIS1948	NEIS1948,40,99.69,1635/1635,DNA
cgmlst-NEIS1949	NEIS1949,3,100.00,288/288,DNA
cgmlst-NEIS1951	NEIS1951,129,100.00,1632/1632,DNA
cgmlst-NEIS1952	NEIS1952,353,100.00,1245/1245,DNA
cgmlst-NEIS1953	NEIS1953,58,100.00,171/171,DNA
cgmlst-NEIS1954	NEIS1954,8,100.00,324/324,DNA
cgmlst-NEIS1956	NEIS1956,68,100.00,507/507,DNA
cgmlst-NEIS1957	NEIS1957,280,100.00,2796/2796,DNA
cgmlst-NEIS1958	NEIS1958,93,100.00,723/723,DNA
cgmlst-NEIS1959	NEIS1959,57,100.00,4350/4350,DNA
cgmlst-NEIS1960	NEIS1960,1,100.00,432/432,DNA
cgmlst-NEIS1961	NEIS1961,11,100.00,156/156,DNA
cgmlst-NEIS1962	NEIS1962,2,100.00,1347/1347,DNA
cgmlst-NEIS1963	NEIS1963,375,100.00,2175/2175,DNA
cgmlst-NEIS1964	NEIS1964,33,100.00,1014/1014,DNA
cgmlst-NEIS1965	NEIS1965,249,100.00,834/834,DNA
cgmlst-NEIS1966	NEIS1966,306,100.00,975/975,DNA
cgmlst-NEIS1967	NEIS1967,212,100.00,627/627,DNA
cgmlst-NEIS1968	NEIS1968,39,100.00,759/759,DNA
cgmlst-NEIS1971	NEIS1971,28,100.00,339/339,DNA
cgmlst-NEIS1972	NEIS1972,423,100.00,3963/3963,DNA
cgmlst-NEIS1973	NEIS1973,179,100.00,753/753,DNA
cgmlst-NEIS1976	NEIS1976,46,100.00,1455/1455,DNA
cgmlst-NEIS1977	NEIS1977,5,100.00,1002/1002,DNA
cgmlst-NEIS1978	NEIS1978,149,100.00,756/756,DNA
cgmlst-NEIS1979	NEIS1979,1,100.00,219/219,DNA
cgmlst-NEIS1980	NEIS1980,7,100.00,345/345,DNA
cgmlst-NEIS1981	NEIS1981,8,100.00,693/693,DNA
cgmlst-NEIS1982	NEIS1982,36,100.00,1221/1221,DNA
cgmlst-NEIS1983	NEIS1983,59,100.00,1323/1323,DNA
cgmlst-NEIS1984	NEIS1984,84,100.00,1392/1392,DNA
cgmlst-NEIS1994	NEIS1994,2,100.00,270/270,DNA
cgmlst-NEIS1995	NEIS1995,4,100.00,450/450,DNA
cgmlst-NEIS1996	NEIS1996,?,-,-,DNA
cgmlst-NEIS1997	NEIS1997,16,92.47,704/705,DNA
cgmlst-NEIS1998	NEIS1998,11,100.00,513/513,DNA
cgmlst-NEIS1999	NEIS1999,1,100.00,684/684,DNA
cgmlst-NEIS2000	NEIS2000,175,100.00,267/267,DNA
cgmlst-NEIS2001	NEIS2001,6,100.00,471/471,DNA
cgmlst-NEIS2002	NEIS2002,79,100.00,387/387,DNA
cgmlst-NEIS2003	NEIS2003,7,100.00,594/594,DNA
cgmlst-NEIS2004	NEIS2004,97,100.00,600/600,DNA
cgmlst-NEIS2005	NEIS2005,976,100.00,1593/1593,DNA
cgmlst-NEIS2006	NEIS2006,21,100.00,1386/1386,DNA
cgmlst-NEIS2007	NEIS2007,8,100.00,519/519,DNA
cgmlst-NEIS2008	NEIS2008,49,100.00,918/918,DNA
cgmlst-NEIS2009	NEIS2009,4,100.00,750/750,DNA
cgmlst-NEIS2010	NEIS2010,53,100.00,1242/1242,DNA
cgmlst-NEIS2014	NEIS2014,511,100.00,564/564,DNA
cgmlst-NEIS2015	NEIS2015,20,100.00,744/744,DNA
cgmlst-NEIS2016	NEIS2016,9,100.00,693/693,DNA
cgmlst-NEIS2017	NEIS2017,1114,100.00,798/798,DNA
cgmlst-NEIS2018	NEIS2018,5,100.00,241/241,DNA
cgmlst-NEIS2019	NEIS2019,2,100.00,324/324,DNA
cgmlst-NEIS2021	NEIS2021,409,100.00,1902/1902,DNA
cgmlst-NEIS2022	NEIS2022,156,100.00,876/876,DNA
cgmlst-NEIS2023	NEIS2023,5,100.00,939/939,DNA
cgmlst-NEIS2024	NEIS2024,239,100.00,1776/1776,DNA
cgmlst-NEIS2025	NEIS2025,2,100.00,270/270,DNA
cgmlst-NEIS2026	NEIS2026,13,100.00,438/438,DNA
cgmlst-NEIS2027	NEIS2027,14,100.00,564/564,DNA
cgmlst-NEIS2028	NEIS2028,292,100.00,825/825,DNA
cgmlst-NEIS2029	NEIS2029,2,100.00,666/666,DNA
cgmlst-NEIS2030	NEIS2030,251,100.00,1785/1785,DNA
cgmlst-NEIS2032	NEIS2032,7,100.00,801/801,DNA
cgmlst-NEIS2033	NEIS2033,78,100.00,1350/1350,DNA
cgmlst-NEIS2034	NEIS2034,9,100.00,582/582,DNA
cgmlst-NEIS2035	NEIS2035,9,100.00,810/810,DNA
cgmlst-NEIS2036	NEIS2036,188,100.00,930/930,DNA
cgmlst-NEIS2037	NEIS2037,3,100.00,393/393,DNA
